,Rating,Title,Review,Review_Date
1174,2.0,Camara quality is not good,"It shoot poor quality pictures, Camera quality is not good, i am not happy with this product, please don't buy this phone , totally money wasted 😢😥",17 March 2022
1175,1.0,"Dude, it hangs a lot, pls don't buy this one","Dude, it hangs a lot, pls don't buy this one, I just wasted thousands on this one but not satisfied by this product of oneplus",25 May 2022
1176,5.0,I LIKE IT. BEST PHONE FROM ONE PLUS FROM MID RANGE,"I LIKE IT. BEST PHONE FROM ONE PLUS. CAMERA QUALITY BEST, BATTERY BACK UP GOOD - ONE DAY FULL USE. ALL OVER PHONE IS BEST IN ITS RANGE.",12 March 2022
1177,5.0,Battery capacity is low,Look is best but battery backup poor... continue watch video 3hour backup time,8 May 2022
1178,5.0,Best ever product on Amazon ever...,Very niche product full charge within 15 minutes nice look a heavy nice camera of 64 mp with super night video best product ever on Amazon...,24 March 2022
1179,4.0,Value for money,Mobile is ok. But battery is average,9 June 2022
1180,5.0,Best phone in this budget.. Fabulous 😍,Best phone in this budget.. Fabulous 😍Overall experience good 👍,28 February 2022
1181,5.0,Value for money,"Value for money,but camera need to get improved, battery life is amazing 30 minutes its full charged",5 June 2022
1182,4.0,OnePlus within Budget! Does the basics good.,"Phone is good, gives a premium look but the glossy plastic back is a finger print magnet. The OS is laggy and slows down the phone.",27 February 2022
1183,3.0,Battery backup not good.... cameras are not up to the mark,"Liked by its design, smooth UI, cameras not upto the mark battery draining so soon.,... utterly disappointed",17 March 2022
1184,4.0,"Indeed liked this product. As per my requirement, it is perfect product for me.",Liked it and I am really impressed. It is perfect for my daily use. Screen quality and battery is very good.,28 May 2022
1185,4.0,Product is good in this price,Battery is goodLook is goodDisplay looks goodLagging in performanceCamera is average,26 February 2022
1186,5.0,Best looking phone in this price segment,Looks good and also powerful,27 February 2022
1187,5.0,Very good,Very good phone,20 April 2022
1188,2.0,Battery,I bought this phone 3months back battery drains very fast with very normal use i don't even watch movies on phone... Very bad,24 May 2022
1189,4.0,Every thing is good. But facing problem while using hotstar.,Please take care of the streaming apps. They are stopping in the middle of streaming,18 March 2022
1190,5.0,Superb,Every features are superb.,9 April 2022
1191,4.0,Camera design is too big,Camera design is not good,12 April 2022
1192,5.0,Best phone,The phone is amazing. It has no problems at all,2 May 2022
1193,4.0,Best bughet phone,"Display is good, But camera is not up to mark.. overall best phone for daily use..one plus is best",18 March 2022
1194,1.0,Touch screen not working,Sometimes more frequently touch screen can't work.Then I have to restart the phoneI want to return this phone,1 May 2022
1195,5.0,Value for Money 💰,Lovely product,1 March 2022
1196,3.0,This phone Quality is good,This sell phone charging time is hitting problem,31 March 2022
1197,5.0,Very nice phone and liked it.,Using it for 1month now and very happy with the product.,3 June 2022
1198,3.0,Not upto the name OnePlus,It's just rebranded oppo phone with exact specifications. Please don't buy it if you want actual OnePlus experience,12 June 2022
1199,3.0,front camera image quality is bad,The front camera image quality is very bad. Unexpected  from 1+,14 March 2022
1200,5.0,Nice mobile according to price,Camera quality not good as samsung smart phones other features very good.,18 March 2022
1201,5.0,Super,Super,14 March 2022
1202,4.0,Wow...!,Performance as per expected At this price range....Fingerprint reader Awesome 👍😎Battery 🔋 Normal'Camera 🤳 Good,21 June 2022
1203,4.0,Battery life is not long enough...,Fast charging is very good but span of battery life is not satisfactory...camera quality is good... processor is fast and smooth...,14 April 2022
1204,4.0,Good phone,Average performance,8 April 2022
1205,5.0,OnePlus Nord CE 2 is a Excellent mobile phone,"Nord CE 2 it gives boost battery for long time uses, best performance in all condition, smooth/best performing  in gaming.camera quality is good.",5 March 2022
1206,5.0,Nice,👌,12 April 2022
1207,5.0,OnePlus Nord ce2 5g,"The media could not be loaded.
                



 Totally satisfied by product...camera quality is awesome.go for it...😂",4 June 2022
1208,4.0,Build quality,Proformane is good..but build quality need to improve...compare to Nord 2 ..CE2 is not worth to by in 25k,27 April 2022
1209,4.0,Not a Flagship Mobile,"Designwise Looking Good, But camera not upto the mark. other things  I will review after one month usage.",30 March 2022
1210,5.0,Great in limited budget phone,Good mobile with all feature..only ine problem is that while charging if I use mobile camera it got heat.,23 May 2022
1211,5.0,BEST PHONE,GOOD VALUE. BEST EVER PHONE.,7 May 2022
1212,4.0,Good camera,"Price is a bit on higher side when comparing with other brands, but overall a good phone.",10 May 2022
1213,5.0,Good mobile phone,Good mobile phoneBattery is good.camera is exlilent,8 April 2022
1214,5.0,Classy phone,A good phone with classy looks. You get what you pay for. The camera could be a little better. Otherwise its all perfect.,13 April 2022
1215,5.0,None,None,8 April 2022
1216,4.0,Not upto the mark,Camera is not working properly.Flikering while taking the photo,5 March 2022
1217,5.0,Excellent phone in 25K price range. Go for it..,Superb,8 March 2022
1218,1.0,quality is 1/10,"Don't Buy it worst phone especially camera 1/10 , waste of money",27 February 2022
1219,5.0,Very good phone,Phone is great used last 2 months no any other problem,12 June 2022
1220,1.0,Wrost phone,Hang problem with in a week better go for higher end or any other company mobiles,12 March 2022
1221,2.0,Phone overheating when charging and after use for 15 min,Phone overheating when charging and after use for 15 min. Also it's a simple phone as like as realme . Not recommended.,23 April 2022
1222,5.0,Looks good,We will see after a few months,19 June 2022
1223,3.0,Screen recorder not working properly,Overall product was good but in screen recorder voice is not recording only video was recording.,7 May 2022
1224,5.0,Amazing phone with best price..,The phone is amazing really great features amd one of the best 1+ phone with best price.,21 June 2022
1225,1.0,"Network problem,  connection problem , very bad performance  please don't go for this mobile,","Average phone, heavy network and connection issues",15 April 2022
1226,4.0,Good Mobile at this cost . Camera average battery backup is good . Overall phone is good,Good finger print good battery backup camera average not bad .. okPhoneNicePhoneThik hai ab submit krta hu,12 May 2022
1227,5.0,Beautiful in gray,Beautiful phone still comes with a charger,1 June 2022
1228,1.0,Display issue.,Display issue ghost touch. Called for return still not sort not happy with the purchase.,14 April 2022
1229,4.0,Fast..,Except camera remaining performance is good..,3 April 2022
1230,5.0,Good smartphone,Overall value for money smartphone if ur able to buy it under 20k using exchange offer and all.,15 April 2022
1231,2.0,Expected a better camera quality & touch.. lil disappointed being a OnePlus fan.,Expected a better camera quality & touch.. lil disappointed being a OnePlus fan.,19 June 2022
1232,5.0,Awesome must buy,Nice product must buy at this rate better than reno 7,30 March 2022
1233,5.0,Suberb mobile with awesome price,Fringerprint feature is very good and battery capacity is also awesome but some how Camera quality is somewhat ok,29 March 2022
1234,4.0,Very good experience after one day use,But I think battery performance is not soo good...,23 March 2022
1235,3.0,Not satisfied,Camera quality downgraded and the display is not upto the standards of AMOLED. Performance is good as always in oneplus.,29 March 2022
1236,5.0,Super,Super,20 April 2022
1237,3.0,Heating issue,Phone is fast and performance is good but phone getting heated too much for which unable to attend calls directly so using alternate blutooth,13 March 2022
1238,5.0,Value for money,Not bad,11 June 2022
1239,5.0,🤬🤬🤬,"The media could not be loaded.
                



 Battery camera sub super quality sabse upar hai lekin inki packing sabse ghatiya hai",3 May 2022
1240,5.0,Worth to buy. thanks one plus to have the phone in this price range,"Camera best, look is perfect, little issue with battery however depend on usage, charging is superfast",5 April 2022
1241,1.0,really verry bad,rate be hike,9 June 2022
1242,4.0,Good performance,"Battery is good , finger print reader is very good and camera needs to improve",11 June 2022
1243,5.0,Camera,Super mobile,20 April 2022
1244,3.0,CHARGER MISSING AND DISPLY PROBLEM,Charger missing in the box please replace my phone,14 March 2022
1245,4.0,Awesome phone in midrange budget,Very smooth & fast processor.But Battery drains really fast.Overall good buy👍,10 March 2022
